,frequ,nkill,latitude,longitude,country
9 February,21.0,11.0,33.888628999999995,35.495478999999996,Lebanon
Armed Revolutionary Nuclei (NAR),21.0,101.0,41.89052,12.494249,Italy
Irish People's Liberation Organization (IPLO),21.0,16.0,54.597269,-5.930109,United Kingdom
Coordination Committee (CORCOM),21.0,6.0,24.797836,93.941691,India
Purbo Banglar Communist Party,21.0,49.0,23.761702,88.943667,Bangladesh
Communist Combattant Cells (CCC) (Belgium),21.0,3.0,50.850335,4.351685,Belgium
Popular Revolutionary Army (Mexico),21.0,23.0,17.439193,-99.545097,Mexico
Shura Council of Benghazi Revolutionaries,21.0,88.0,32.116049,20.071231,Libya
Union of the People (UDP),21.0,1.0,20.673343,-103.344177,Mexico
Guatemalan Labor Party (PGT),20.0,11.0,14.624422000000001,-90.53288,Guatemala
Animal Rights extremists,20.0,1.0,53.381129,-1.470085,United Kingdom
Counter-revolutionaries,20.0,35.0,29.591325,52.58361,Iran
Zimbabwe African Nationalist Union (ZANU),20.0,27.0,-17.82956,31.053909,Zimbabwe
Ex-Somoza National Guard,20.0,68.0,13.21548,-86.04916,Nicaragua
Zebra killers,20.0,15.0,37.777125,-122.41964399999999,United States
Anti-Government Guerrillas,20.0,143.0,0.455392,32.520853,Uganda
George Jackson Brigade,20.0,1.0,47.590315999999994,-122.329229,United States
May 19 Communist Order,20.0,1.0,40.712784,-74.005941,United States
Anti-Nuclear extremists,20.0,2.0,25.091075,121.55983400000001,Taiwan
Karbi People's Liberation Tigers (KPLT),20.0,17.0,26.162961,93.465358,India
Anti-Terrorist Liberation Group (GAL),20.0,19.0,43.483152000000004,-1.558626,France
Democratic Karen Buddhist Army (DKBA),20.0,23.0,16.717265,98.569642,Thailand
Al-Mansoorian,20.0,110.0,34.083658,74.797368,India
Peace at Home Council,19.0,77.0,39.928207,32.864688,Turkey
Jamaat-ul-Ahrar,19.0,93.0,34.398889000000004,71.264444,Pakistan
Jewish Armed Resistance,19.0,2.0,40.712784,-74.005941,United States
Right-Wing Group,19.0,18.0,34.781265999999995,135.46973899999998,Japan
Argentine Anticommunist Alliance (AAA),19.0,55.0,41.387917,2.1699189999999997,Spain
Sandinistas,19.0,4.0,12.136389,-86.251389,Nicaragua
Sipah-e-Sahaba/Pakistan (SSP),19.0,61.0,24.893379,67.028061,Pakistan
Tripura National Volunteers (TNV),19.0,110.0,23.940848000000003,91.988153,India
Students,19.0,3.0,23.811388,90.41210600000001,Bangladesh
Mahdi Army,19.0,62.0,33.3,44.4,Iraq
Uganda Freedom Movement (UFM),19.0,44.0,0.350848,32.580224,Uganda
Independent Armed Revolutionary Commandos (CRIA),19.0,0.0,40.712784,-74.005941,United States
Mujahideen Ansar,19.0,147.0,32.986001,70.604167,Pakistan
Khalistan Commando Force,18.0,110.0,31.513953000000004,75.34514399999999,India
Iraqi extremists,18.0,23.0,33.3,44.4,Iraq
Tutsi,18.0,669.0,-3.382942,29.367103000000004,Burundi
Shamiya Front,18.0,83.0,36.2065,37.160027,Syria
Misurasata Indian Organization,18.0,99.0,14.23373675,-83.53885928,Nicaragua
Secret Anti-Communist Army (ESA),18.0,9.0,14.624422000000001,-90.53288,Guatemala
Caribbean Revolutionary Alliance (ARC),18.0,1.0,16.2411,-61.5331,Guadeloupe
Shaykh Subhi Al-Salih Forces,18.0,4.0,33.888628999999995,35.495478999999996,Lebanon
Ijaw extremists,18.0,75.0,5.432803,5.350531,Nigeria
Young Communist League,18.0,0.0,27.727839000000003,85.37820699999999,Nepal
Karen Insurgents,18.0,122.0,16.687778,98.508333,Myanmar
Right-Wing Death Squad,18.0,210.0,10.413711,-75.533549,Colombia
Marxists,18.0,19.0,6.927078999999999,79.861243,Sri Lanka
Italian Social Movement (MSI),17.0,10.0,41.89052,12.494249,Italy
Forqan Group,17.0,16.0,35.696442,51.422973999999996,Iran
Death to Kidnappers (MAS),17.0,41.0,5.975153,-74.58614200000001,Colombia
Achik Songna An'pachakgipa Kotok (ASAK),17.0,3.0,25.320978,90.43974200000001,India
Arakan Army (AA),17.0,9.0,22.271667,98.466389,Myanmar
Kurdish Militants,17.0,0.0,52.370216,4.895168,Netherlands
Serbian guerrillas,17.0,35.0,43.85,18.3833333,Yugoslavia
Sudan Liberation Movement,17.0,32.0,8.304194,27.977666999999997,Sudan
Iranians,17.0,9.0,31.554606,74.357158,Pakistan
Tuareg Guerrillas,17.0,50.0,14.5775,0.7272221999999999,Niger
Tupac Katari Guerrilla Army (EGTK),17.0,5.0,-16.500194,-68.150162,Bolivia
Coordination for Revolutionary Action (CAR),16.0,0.0,48.856614,2.3522220000000003,France
Kurds,16.0,49.0,36.866667,43.0,Iraq
Tehrik-e-Khilafat,16.0,10.0,24.916667,67.083333,Pakistan
Arabs,16.0,3.0,30.421488,48.207451,Iran
Janatantrik Terai Mukti Morcha- Rajan Mukti (JTMM-R),16.0,17.0,26.826944,86.082778,Nepal
Black Panther Group (Palestinian),16.0,16.0,32.386111,35.287778,West Bank and Gaza Strip
Rohingya extremists,16.0,11.0,20.824107,92.369022,Myanmar
Al-Ummah,16.0,39.0,11.016845,76.955832,India
Force 17,16.0,11.0,31.766496000000004,35.21172,Israel
31 January People's Front (FP-31),16.0,0.0,14.624422000000001,-90.53288,Guatemala
Aryan Republican Army,16.0,0.0,38.755299,-90.406378,United States
Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood),16.0,143.0,12.650673,-7.997738000000001,Mali
Liwa Ahrar al-Sunna,16.0,10.0,34.191099,36.364142,Lebanon
Hadramawt Province of the Islamic State,16.0,133.0,14.540598000000001,49.127083,Yemen
Karbi Longri North Cachar Liberation Front (KLNLF),16.0,24.0,25.960734,93.49746800000001,India
Popular Resistance Movement (Egypt),16.0,13.0,30.068061,31.200228999999997,Egypt
20 December Movement (M-20),16.0,1.0,8.994269000000001,-79.518792,Panama
Okba Ibn Nafaa Brigade,15.0,65.0,35.31825,8.852222,Tunisia
Justice and Equality Movement (JEM),15.0,249.0,15.648287,32.480719,Sudan
The Justice Department,15.0,0.0,43.804133,-120.554201,United States
National Patriotic Front of Liberia (NPFL),15.0,191.0,7.50506,-11.47793,Sierra Leone
Dacoits,15.0,48.0,26.423415999999996,67.86294000000001,Pakistan
1 May,15.0,1.0,37.97918,23.716647000000002,Greece
Khalistan Liberation Force,15.0,125.0,31.633978999999997,74.872264,India
Workers' Self-Defense Movement (MAO),15.0,4.0,4.6366190000000005,-74.122652,Colombia
Hindu extremists,15.0,42.0,15.505645999999999,80.047686,India
Revolutionary Commandos of the People (CRP),15.0,2.0,18.46617,-66.106654,United States
National Socialist Council of Nagaland,15.0,115.0,25.906267,93.72759,India
Rodrigo Franco Command,15.0,10.0,-13.163874,-74.223564,Peru
Popular Militia (Colombia),15.0,5.0,6.270526,-75.57217299999999,Colombia
Al-Sham Legion,15.0,24.0,35.816205,36.612092,Syria
Front for the Liberation of the Enclave of Cabinda (FLEC),15.0,23.0,-5.560318,12.190405,Angola
February 28 Popular League (El Salvador),14.0,6.0,13.692879999999999,-89.199161,El Salvador
Jaish al-Fatah (Syria),14.0,49.0,35.990733,36.679154,Syria
People's Revolutionary Organization,14.0,1.0,-34.6037,-58.381503,Argentina
Armed People,14.0,15.0,33.810003,35.59728,Lebanon
Ranbir Sena,14.0,35.0,27.718332,85.325337,Nepal
Anti-Technology extremists,14.0,4.0,41.88415,-87.632409,United States
Kuki National Front (KNF),14.0,1.0,24.820844,93.953641,India
Quintin Lame,14.0,57.0,2.7500139999999997,-76.300055,Colombia
Islamic Movement of Uzbekistan (IMU),14.0,106.0,41.266667,69.216667,Uzbekistan
Lashkar-e-Islam (India),14.0,6.0,34.135169,74.662948,India
Ansarullah Bangla Team,14.0,20.0,23.756476,90.401863,Bangladesh
Colombian Guerrillas,14.0,8.0,9.182827,-72.236379,Venezuela
Akhil Terai Mukti Morcha (ATMM),14.0,5.0,26.732670000000002,85.924789,Nepal
Che Guevara Brigade,14.0,0.0,-34.6037,-58.381503,Argentina
Right-Wing Paramilitaries,14.0,101.0,1.807411,-78.76375300000001,Colombia
Kamtapur Liberation Organization (KLO),14.0,20.0,26.522961,88.71922099999999,India
Harkat ul Ansar,14.0,36.0,34.016075,75.31498,India
National Socialist Underground,14.0,10.0,49.45203,11.07675,Germany
Maximiliano Gomez Revolutionary Brigade,14.0,7.0,18.456792,-69.951164,Dominican Republic
Institutional Revolutionary Party (PRI),14.0,100.0,16.756932,-93.129235,Mexico
Black Widows,13.0,56.0,25.31935,93.011871,India
Ansar al-Sharia (Tunisia),13.0,22.0,35.832981,10.63875,Tunisia
Libya Shield Force,13.0,25.0,32.116432,20.066889,Libya
Revolutionary Nuclei,13.0,1.0,37.97918,23.716647000000002,Greece
Pro-Russia Militia,13.0,5.0,50.036221000000005,36.230781,Ukraine
Front for the Liberation of Lebanon from Foreigners,13.0,259.0,33.888628999999995,35.495478999999996,Lebanon
Kurdistan Free Life Party,13.0,74.0,35.521947,46.176513,Iran
Neo-Fascists,13.0,17.0,41.89052,12.494249,Italy
Eritrean Liberation Front,13.0,30.0,15.333513,38.933652,Ethiopia
Muslim Guerrillas,13.0,73.0,7.97165,124.35281100000002,Philippines
Anti-Authority Group (Greece),13.0,0.0,37.97918,23.716647000000002,Greece
United Popular Action Front (FAPU),13.0,13.0,13.692879999999999,-89.199161,El Salvador
2nd of June Movement,13.0,5.0,52.505803,13.331741000000001,West Germany (FRG)
Jaish al-Adl,13.0,59.0,27.366279,62.334945,Iran
Political Activists,13.0,14.0,-16.500194,-68.150162,Bolivia
Spanish Basque Battalion (BBE) (rightist),13.0,10.0,43.267549,-1.975814,Spain
Armed Commandos of Liberation,13.0,5.0,18.46617,-66.106654,United States
Ansar al-Sunna,13.0,143.0,34.604447,43.685789,Iraq
Political Group,13.0,8.0,22.493713,91.501501,Bangladesh
Fighting Proletarian Squads,13.0,0.0,45.812032,9.085614999999999,Italy
Recompras,13.0,10.0,12.961756,-86.34427600000001,Nicaragua
Cuban Action,13.0,0.0,34.053490000000004,-118.245319,United States
East Timorese extremists,13.0,19.0,-8.549660000000001,125.566599,Indonesia
Coordination of the United Revolutionary Organization (CORU),13.0,75.0,9.933333,-84.083333,Costa Rica
Mombasa Republican Council (MRC),12.0,48.0,-3.8180120000000004,39.627601,Kenya
Islamic Courts Union (ICU),12.0,8.0,2.7793189999999997,45.502056,Somalia
Naga People,12.0,64.0,25.6701,94.1077,India
Polisario Front,12.0,217.0,25.141638,-12.372085,Morocco
Mizo National Front,12.0,22.0,23.727107,92.717639,India
Democratic Revolutionary Party,12.0,10.0,17.987557000000002,-92.929147,Mexico
Zeliangrong United Front,11.0,12.0,24.737702,93.46466600000001,India
Militia Members,12.0,43.0,7.1819619999999995,32.356095,Sudan
Revolutionary Punishment Movement,12.0,18.0,29.55715,30.930946999999996,Egypt
All Nepal National Free Student Union-Revolutionary,12.0,0.0,27.727839000000003,85.37820699999999,Nepal
Samyukta Jatiya Mukti Morcha (SJMM),12.0,8.0,26.732670000000002,85.924789,Nepal
Armed Forces of the Chechen Republic of Ichkeria,12.0,99.0,43.484122,43.627361,Russia
New Armenian Resistance,12.0,2.0,41.89052,12.494249,Italy
Kanglei Yawol Kanna Lup (KYKL),12.0,43.0,24.817010999999997,93.936844,India
Misrata Brigades,12.0,14.0,32.887065,13.186767000000001,Libya
Sudan Liberation Army-Minni Minawi (SLA-MM),12.0,76.0,12.055773,24.889816,Sudan
Al-Qaida in Yemen,12.0,49.0,15.328695000000002,44.214171,Yemen
Tehrik al-Mojahedin,12.0,2.0,34.083658,74.797368,India
Kach,12.0,11.0,31.766496000000004,35.21172,Israel
Al-Khobar,12.0,11.0,7.054944,124.67687600000001,Philippines
Jundallah (Iran),12.0,161.0,29.495551000000003,60.862729,Iran
United Democratic Liberation Army (UDLA),12.0,6.0,24.585433,92.58913199999999,India
Liberation and Justice Movement (LJM),11.0,36.0,11.648864,24.904221,Sudan
Mapuche activists,11.0,2.0,-38.698045,-72.32623199999999,Chile
Coordination of Azawad Movements (CMA),11.0,18.0,16.77393,-3.007959,Mali
Autonomy (Italy),11.0,0.0,41.89052,12.494249,Italy
Mai Mai Bakata Katanga Militia,11.0,8.0,-8.984929,27.038731,Democratic Republic of the Congo
Ahlu-sunah Wal-jamea (Somalia),11.0,26.0,5.535675,46.386515,Somalia
Alex Boncayao Brigade (ABB),11.0,7.0,14.596051000000001,120.97866599999999,Philippines
Communist Fighting Unit,11.0,1.0,41.89052,12.494249,Italy
White Wolves,11.0,7.0,-25.746095999999998,28.186455,South Africa
Jamaat-E-Islami (India/Pakistan),11.0,12.0,31.554606,74.357158,Pakistan
People's Revolutionary Army (ERP),11.0,1.0,8.809894,-74.616688,Colombia
Terai Army,11.0,16.0,26.979694,85.230125,Nepal
Takfir wal-Hijra (Excommunication and Exodus),11.0,54.0,32.105078000000006,20.083648999999998,Libya
Al-Umar Mujahideen,11.0,25.0,34.083658,74.797368,India
Orange Volunteers (OV),11.0,0.0,54.620693,-6.217727,United Kingdom
Abu Hafs al-Masri Brigades,11.0,198.0,40.416691,-3.7003449999999996,Spain
Achik National Volunteer Council-B (ANVC-B),11.0,5.0,25.56482,90.24894499999999,India
Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs,11.0,582.0,43.216667,44.766667,Russia
Anti-Police extremists,11.0,10.0,43.090982000000004,141.342221,Japan
Insurgents,11.0,22.0,6.242799,101.297732,Thailand
Uganda People's Army,11.0,93.0,1.490879,33.751917999999996,Uganda
Babbar Khalsa International (BKI),11.0,81.0,32.264338,75.642112,India
Niger Delta Greenland Justice Mandate (NDGJM),11.0,0.0,5.499963,5.983198000000001,Nigeria
Revolutionary Workers Party,10.0,4.0,4.5981,-74.07603,Colombia
Bedouin tribesmen,10.0,1.0,30.046109,33.228604,Egypt
Colonel Karuna Faction,10.0,36.0,7.902332,81.279636,Sri Lanka
South Ossetian Separatists,10.0,1.0,42.203769,43.990513,Georgia
Rival Activists,10.0,13.0,15.9129,79.739988,India
Corsican Nationalists,10.0,0.0,42.697399,9.450076,France
Chicano Radicals,10.0,0.0,34.034286,-118.26203899999999,United States
Zimbabwe African People's Union,10.0,122.0,-16.788805,28.853973999999997,Rhodesia
Bandits,10.0,27.0,11.766133,77.004724,India
Supporters of the Islamic State in Jerusalem,10.0,0.0,31.536021999999996,34.465441999999996,West Bank and Gaza Strip
Vishwa Hindu Parishad (VHP),10.0,3.0,27.788175,77.438029,India
Al-Jihad,10.0,30.0,29.3077778,30.84,Egypt
Committee of Solidarity with Arab and Middle East Political Prisoners (CSPPA),10.0,4.0,48.856614,2.3522220000000003,France
Armed Forces of Popular Resistance (FARP),10.0,0.0,18.369196,-66.16596700000001,United States
Kurdish Separatists,10.0,9.0,39.108722,39.549013,Turkey
Autonomous Anti-Capitalist Commandos (CAA),10.0,1.0,43.267454,-2.0201689999999997,Spain
People Against Gangsterism and Drugs (PAGAD),10.0,2.0,-33.925313,18.426329,South Africa
Lesotho Liberation Army (LLA),10.0,9.0,-29.310013,27.480083,Lesotho
Jewish Terror,10.0,0.0,31.532569,35.099826,West Bank and Gaza Strip
Democratic Front of the Central African People (FDPC),10.0,0.0,5.883333,14.550089000000002,Cameroon
Indipendenza,10.0,0.0,41.919098999999996,8.738505,France
Red Hand Commandos,10.0,10.0,54.597269,-5.930109,United Kingdom
Arab Communist Organization,10.0,1.0,33.888628999999995,35.495478999999996,Lebanon
Al-Ashtar Brigades,10.0,5.0,26.221365999999996,50.514853,Bahrain
Kurdish Dissidents,10.0,0.0,51.500152,-0.126236,United Kingdom
Basque extremists,10.0,0.0,42.852441999999996,-2.389455,Spain
Madhesi Mukti Tigers (MMT),10.0,1.0,26.540563,86.748517,Nepal
All Tripura Tiger Force (ATTF),10.0,63.0,23.940848000000003,91.988153,India
Anti-Iran Government Exiles,10.0,0.0,-35.308236,149.124224,Australia
East Asia Anti Japanese Armed Front,10.0,2.0,35.685826,139.756684,Japan
Eastern Turkistan Islamic Movement (ETIM),10.0,134.0,39.438028,76.450035,China
Subversives,10.0,5.0,-13.163874,-74.223564,Peru
Supreme Council for Islamic Revolution in Iraq (SCIRI),10.0,31.0,33.3,44.4,Iraq
Proletarian Patrols,10.0,1.0,41.89052,12.494249,Italy
Luis Boitel Commandos,9.0,0.0,25.764367,-80.20152900000001,United States
Pagan Sect of the Mountain,9.0,0.0,19.563254999999998,-99.038382,Mexico
Tritiya Prastuti Committee (India),9.0,3.0,23.744186,84.504429,India
Orly Organization,9.0,1.0,48.856614,2.3522220000000003,France
Social Resistance,9.0,0.0,37.97918,23.716647000000002,Greece
Bhinderanwale Tiger Force of Khalistan (BTHK),9.0,50.0,31.448943,74.925262,India
Commandos,9.0,5.0,-7.815617,-78.048885,Peru
Jamaah Ansharut Tauhid (JAT),9.0,4.0,-1.40232,120.758233,Indonesia
Mohajir National Movement,9.0,31.0,24.893379,67.028061,Pakistan
Turkish Leftists,9.0,0.0,50.940664,6.959911999999999,Germany
Supporters of Ex-President Gamsakhurdial,9.0,5.0,42.502066,41.861007,Georgia
Iraqi Mujahideen,9.0,24.0,24.893379,67.028061,Pakistan
Black September II,9.0,4.0,37.97918,23.716647000000002,Greece
Ansar al-Din Front,9.0,316.0,36.199604,37.164402,Syria
Ninjas,9.0,94.0,-4.314021,14.100335000000001,Republic of the Congo
Iberian Liberation Movement (MIL),9.0,1.0,41.387917,2.1699189999999997,Spain
Serbian extremists,9.0,184.0,45.338316999999996,16.09098,Croatia
Eagles of the Palestinian Revolution,9.0,5.0,48.208174,16.373819,Austria
Movement of Niger People for Justice (MNJ),9.0,37.0,15.0408,2.705,Niger
Jund al-Sham for Tawhid and Jihad,9.0,10.0,33.546944,35.381667,Lebanon
Bodo Liberation Tigers (BLT),9.0,78.0,26.556684999999998,91.479862,India
Japanese Red Army (JRA),9.0,31.0,19.075984,72.877656,India
Revolutionary Communist League (LCR) (Spain),9.0,0.0,41.387917,2.1699189999999997,Spain
Peronist Armed Forces (FAP),9.0,6.0,-34.6037,-58.381503,Argentina
Mai Mai Simba Militia,9.0,55.0,1.360796,29.036125,Democratic Republic of the Congo
Communist Party of India- Marxist,9.0,3.0,22.556913,87.461815,India
Mafia,9.0,17.0,38.11564,13.361406,Italy
Anti-Immigrant extremists,9.0,18.0,26.200605,92.937574,India
Rwanda Patriotic Front (RPF),9.0,101.0,-1.949011,30.057852,Rwanda
Manipur Naga People's Army (MNPA),9.0,0.0,24.82,93.95,India
Grey Wolves,9.0,21.0,45.463681,9.188171,Italy
Convention of Patriots for Justice and Peace,9.0,39.0,8.226261000000001,18.724526,Central African Republic
People's United Liberation Front (PULF),9.0,6.0,24.680089000000002,94.048449,India
Union Guerrera Blanca (UGB),9.0,13.0,13.692879999999999,-89.199161,El Salvador
Pakistani People's Party (PPP),9.0,6.0,31.554606,74.357158,Pakistan
Popular Movement for the Liberation of Angola,9.0,54.0,-8.838837,13.235582,Angola
May 15 Organization for the Liberation of Palestine,9.0,3.0,41.89052,12.494249,Italy
Pirates,8.0,4.0,-2.170832,-79.922359,Ecuador
Aum Shinri Kyo,8.0,21.0,35.685826,139.756684,Japan
Janatantrik Terai Madhesh Mukti Morcha (JTMMM),8.0,2.0,26.627103,87.18265799999999,Nepal
People's Fatherland Movement,8.0,0.0,-33.469115,-70.641997,Chile
Cossack Separatists,8.0,3.0,48.757015,38.961959,Ukraine
Palestine Liberation Front (PLF),8.0,13.0,32.793921000000005,34.990615000000005,Israel
United Democratic Madhesi Front (UDMF),8.0,2.0,26.92013,85.809931,Nepal
Revolutionary Front for an Independent East Timor (FRETILIN),8.0,107.0,-8.46643,126.449704,Indonesia
Christian extremists,8.0,304.0,-18.103505,178.43897900000002,Fiji
Hasam Movement,8.0,9.0,29.984885,31.136383000000002,Egypt
People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P),8.0,0.0,24.797836,93.941691,India
Alliance of Patriots for a Free and Sovereign Congo (APCLS),8.0,3.0,-1.0487799999999998,28.77852,Democratic Republic of the Congo
M23,8.0,177.0,-1.3575,29.368889000000003,Democratic Republic of the Congo
United Revolutionary Front,8.0,5.0,24.82,93.95,India
Caucasus Province of the Islamic State,8.0,13.0,42.050540999999996,48.299359,Russia
"Senki (""Battle Flag"")",8.0,0.0,35.685826,139.756684,Japan
Anti-Terrorism ETA (ATE),8.0,1.0,43.130387,-2.5421549999999997,Spain
Secret Cuban Government,8.0,0.0,40.712784,-74.005941,United States
Al-Zulfikar,8.0,17.0,31.554606,74.357158,Pakistan
Najd Province of the Islamic State,8.0,60.0,24.633333,46.716667,Saudi Arabia
Azerbaijan Guerrillas,8.0,65.0,39.936669,46.832803000000006,Azerbaijan
